order_id,order_number,customer_id,order_ts,order_status,cancellation_stage,payment_method_id,shipping_service_id,voucher_id,sales_channel,currency,loaded_at
4603,ORD-20221227-00004603,1302,2022-12-27 22:30:39,delivered,,2,7,1,web,IDR,2026-05-25 04:22:10.045703
4604,ORD-20240911-00004604,851,2024-09-11 15:41:22,returned,,4,5,1,web,IDR,2026-05-25 04:22:10.045703
4605,ORD-20250921-00004605,1288,2025-09-21 18:16:56,delivered,,3,5,1,web,IDR,2026-05-25 04:22:10.045703
4606,ORD-20250327-00004606,2086,2025-03-27 11:45:14,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4607,ORD-20241216-00004607,1799,2024-12-16 16:26:35,delivered,,2,1,2,web,IDR,2026-05-25 04:22:10.045703
4608,ORD-20220830-00004608,2089,2022-08-30 20:50:36,delivered,,1,7,4,web,IDR,2026-05-25 04:22:10.045703
4609,ORD-20250530-00004609,919,2025-05-30 19:38:46,delivered,,3,7,1,web,IDR,2026-05-25 04:22:10.045703
4610,ORD-20230802-00004610,2261,2023-08-02 14:00:29,delivered,,4,2,3,web,IDR,2026-05-25 04:22:10.045703
4611,ORD-20221222-00004611,1179,2022-12-22 18:37:14,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4612,ORD-20240401-00004612,2358,2024-04-01 14:53:06,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4613,ORD-20220817-00004613,665,2022-08-17 16:54:23,delivered,,3,2,1,web,IDR,2026-05-25 04:22:10.045703
4614,ORD-20250626-00004614,543,2025-06-26 08:19:06,delivered,,2,2,1,web,IDR,2026-05-25 04:22:10.045703
4615,ORD-20240909-00004615,261,2024-09-09 12:19:05,delivered,,2,6,1,web,IDR,2026-05-25 04:22:10.045703
4616,ORD-20230521-00004616,896,2023-05-21 21:30:51,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4617,ORD-20230530-00004617,532,2023-05-30 19:17:24,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4618,ORD-20240512-00004618,1058,2024-05-12 04:59:10,returned,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4619,ORD-20220428-00004619,2124,2022-04-28 20:52:02,delivered,,3,6,1,web,IDR,2026-05-25 04:22:10.045703
4620,ORD-20220212-00004620,9,2022-02-12 06:07:51,cancelled,placed,3,5,1,web,IDR,2026-05-25 04:22:10.045703
4621,ORD-20250405-00004621,56,2025-04-05 08:08:22,delivered,,1,8,1,web,IDR,2026-05-25 04:22:10.045703
4622,ORD-20240602-00004622,198,2024-06-02 04:39:48,delivered,,4,5,1,web,IDR,2026-05-25 04:22:10.045703
4623,ORD-20230630-00004623,2006,2023-06-30 21:47:24,delivered,,3,6,2,web,IDR,2026-05-25 04:22:10.045703
4624,ORD-20220503-00004624,1075,2022-05-03 15:48:17,delivered,,1,2,1,web,IDR,2026-05-25 04:22:10.045703
4625,ORD-20231016-00004625,1135,2023-10-16 18:02:24,delivered,,2,4,2,web,IDR,2026-05-25 04:22:10.045703
4626,ORD-20250818-00004626,1789,2025-08-18 00:51:21,delivered,,1,7,3,web,IDR,2026-05-25 04:22:10.045703
4627,ORD-20240209-00004627,2405,2024-02-09 20:38:07,cancelled,packed,1,2,3,web,IDR,2026-05-25 04:22:10.045703
4628,ORD-20231023-00004628,2448,2023-10-23 07:00:59,delivered,,2,4,3,web,IDR,2026-05-25 04:22:10.045703
4629,ORD-20230412-00004629,102,2023-04-12 14:45:43,delivered,,2,8,3,web,IDR,2026-05-25 04:22:10.045703
4630,ORD-20240617-00004630,1369,2024-06-17 16:27:16,delivered,,4,3,3,web,IDR,2026-05-25 04:22:10.045703
4631,ORD-20221113-00004631,2393,2022-11-13 23:53:18,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
4632,ORD-20220612-00004632,322,2022-06-12 02:52:20,returned,,1,8,2,web,IDR,2026-05-25 04:22:10.045703
4633,ORD-20230316-00004633,1603,2023-03-16 06:59:07,delivered,,4,3,4,web,IDR,2026-05-25 04:22:10.045703
4634,ORD-20241217-00004634,265,2024-12-17 13:12:30,cancelled,packed,3,3,2,web,IDR,2026-05-25 04:22:10.045703
4635,ORD-20220212-00004635,1803,2022-02-12 12:03:37,delivered,,1,5,1,web,IDR,2026-05-25 04:22:10.045703
4636,ORD-20221227-00004636,335,2022-12-27 21:15:58,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4637,ORD-20221216-00004637,1547,2022-12-16 20:47:31,delivered,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
4638,ORD-20220927-00004638,625,2022-09-27 18:26:05,delivered,,1,2,3,web,IDR,2026-05-25 04:22:10.045703
4639,ORD-20250205-00004639,1617,2025-02-05 16:57:19,returned,,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4640,ORD-20220507-00004640,1503,2022-05-07 17:33:14,delivered,,1,2,3,web,IDR,2026-05-25 04:22:10.045703
4641,ORD-20230614-00004641,2348,2023-06-14 20:20:27,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4642,ORD-20240421-00004642,43,2024-04-21 01:49:04,delivered,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
4643,ORD-20250628-00004643,1018,2025-06-28 10:55:29,delivered,,4,3,2,web,IDR,2026-05-25 04:22:10.045703
4644,ORD-20230404-00004644,1606,2023-04-04 19:36:28,delivered,,3,5,2,web,IDR,2026-05-25 04:22:10.045703
4645,ORD-20250820-00004645,2248,2025-08-20 21:00:48,delivered,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
4646,ORD-20230305-00004646,1150,2023-03-05 14:21:12,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4647,ORD-20240109-00004647,2462,2024-01-09 07:42:56,cancelled,paid,4,3,1,web,IDR,2026-05-25 04:22:10.045703
4648,ORD-20220702-00004648,2258,2022-07-02 11:08:28,delivered,,2,7,1,web,IDR,2026-05-25 04:22:10.045703
4649,ORD-20231203-00004649,1556,2023-12-03 02:14:20,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4650,ORD-20241228-00004650,268,2024-12-28 15:39:16,cancelled,placed,3,1,1,web,IDR,2026-05-25 04:22:10.045703
4651,ORD-20240328-00004651,1904,2024-03-28 14:48:49,delivered,,2,1,2,web,IDR,2026-05-25 04:22:10.045703
4652,ORD-20250908-00004652,1319,2025-09-08 22:47:43,returned,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4653,ORD-20230629-00004653,1120,2023-06-29 18:57:16,delivered,,1,3,2,web,IDR,2026-05-25 04:22:10.045703
4654,ORD-20220919-00004654,8,2022-09-19 17:20:37,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4655,ORD-20231122-00004655,1397,2023-11-22 23:10:01,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4656,ORD-20230321-00004656,2105,2023-03-21 10:37:14,delivered,,4,3,4,web,IDR,2026-05-25 04:22:10.045703
4657,ORD-20240918-00004657,819,2024-09-18 12:45:42,returned,,3,2,2,web,IDR,2026-05-25 04:22:10.045703
4658,ORD-20230529-00004658,1919,2023-05-29 16:52:36,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4659,ORD-20220126-00004659,2475,2022-01-26 15:01:26,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
4660,ORD-20240601-00004660,317,2024-06-01 14:44:03,returned,,2,5,3,web,IDR,2026-05-25 04:22:10.045703
4661,ORD-20240102-00004661,1407,2024-01-02 06:31:21,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4662,ORD-20241029-00004662,1292,2024-10-29 19:41:27,returned,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
4663,ORD-20220306-00004663,1539,2022-03-06 15:28:11,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4664,ORD-20241002-00004664,2320,2024-10-02 07:13:46,delivered,,3,2,3,web,IDR,2026-05-25 04:22:10.045703
4665,ORD-20230713-00004665,1104,2023-07-13 00:35:20,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4666,ORD-20231115-00004666,1483,2023-11-15 08:28:18,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4667,ORD-20240904-00004667,1570,2024-09-04 12:49:35,delivered,,3,5,4,web,IDR,2026-05-25 04:22:10.045703
4668,ORD-20240213-00004668,1695,2024-02-13 17:51:14,delivered,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
4669,ORD-20240106-00004669,2411,2024-01-06 19:09:56,cancelled,packed,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4670,ORD-20230423-00004670,2111,2023-04-23 18:16:01,delivered,,4,3,4,web,IDR,2026-05-25 04:22:10.045703
4671,ORD-20230417-00004671,343,2023-04-17 17:14:54,delivered,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
4672,ORD-20240306-00004672,1149,2024-03-06 08:44:29,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4673,ORD-20240522-00004673,784,2024-05-22 20:00:04,returned,,2,7,2,web,IDR,2026-05-25 04:22:10.045703
4674,ORD-20220306-00004674,2207,2022-03-06 19:16:36,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4675,ORD-20231122-00004675,2218,2023-11-22 15:15:50,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4676,ORD-20240924-00004676,1123,2024-09-24 12:33:35,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4677,ORD-20220706-00004677,329,2022-07-06 08:10:51,delivered,,3,2,1,web,IDR,2026-05-25 04:22:10.045703
4678,ORD-20221104-00004678,681,2022-11-04 20:47:41,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4679,ORD-20230616-00004679,553,2023-06-16 14:48:21,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4680,ORD-20240313-00004680,2481,2024-03-13 03:39:25,delivered,,1,7,2,web,IDR,2026-05-25 04:22:10.045703
4681,ORD-20231215-00004681,1442,2023-12-15 04:36:21,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4682,ORD-20240703-00004682,1436,2024-07-03 18:36:33,delivered,,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4683,ORD-20220627-00004683,1933,2022-06-27 07:52:02,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
4684,ORD-20240218-00004684,92,2024-02-18 12:11:35,returned,,3,3,2,web,IDR,2026-05-25 04:22:10.045703
4685,ORD-20221015-00004685,2315,2022-10-15 18:33:27,delivered,,2,7,3,web,IDR,2026-05-25 04:22:10.045703
4686,ORD-20241025-00004686,2385,2024-10-25 06:44:13,delivered,,1,4,4,web,IDR,2026-05-25 04:22:10.045703
4687,ORD-20250719-00004687,2245,2025-07-19 01:32:21,cancelled,placed,2,6,2,web,IDR,2026-05-25 04:22:10.045703
4688,ORD-20250401-00004688,1108,2025-04-01 18:26:10,returned,,2,6,4,web,IDR,2026-05-25 04:22:10.045703
4689,ORD-20230429-00004689,1940,2023-04-29 03:56:43,delivered,,3,5,1,web,IDR,2026-05-25 04:22:10.045703
4690,ORD-20220721-00004690,66,2022-07-21 03:43:29,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4691,ORD-20220826-00004691,537,2022-08-26 23:19:16,delivered,,4,3,3,web,IDR,2026-05-25 04:22:10.045703
4692,ORD-20250404-00004692,1811,2025-04-04 20:32:30,cancelled,paid,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4693,ORD-20251203-00004693,1519,2025-12-03 19:50:00,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4694,ORD-20240829-00004694,5,2024-08-29 04:14:44,cancelled,placed,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4695,ORD-20230130-00004695,1792,2023-01-30 14:53:11,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4696,ORD-20221227-00004696,2277,2022-12-27 08:08:11,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4697,ORD-20250321-00004697,1815,2025-03-21 19:22:15,delivered,,1,5,1,web,IDR,2026-05-25 04:22:10.045703
4698,ORD-20231004-00004698,411,2023-10-04 00:26:05,delivered,,3,1,4,web,IDR,2026-05-25 04:22:10.045703
4699,ORD-20240117-00004699,444,2024-01-17 00:54:07,delivered,,3,1,3,web,IDR,2026-05-25 04:22:10.045703
4700,ORD-20240312-00004700,2489,2024-03-12 06:59:34,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4701,ORD-20220101-00004701,2424,2022-01-01 16:26:37,cancelled,shipped,2,6,1,web,IDR,2026-05-25 04:22:10.045703
4702,ORD-20240411-00004702,28,2024-04-11 07:55:29,delivered,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
4703,ORD-20241231-00004703,2286,2024-12-31 17:34:55,returned,,2,3,1,web,IDR,2026-05-25 04:22:10.045703
4704,ORD-20251204-00004704,1578,2025-12-04 07:13:56,cancelled,paid,2,6,2,web,IDR,2026-05-25 04:22:10.045703
4705,ORD-20230608-00004705,1941,2023-06-08 18:57:56,delivered,,1,5,3,web,IDR,2026-05-25 04:22:10.045703
4706,ORD-20231230-00004706,1670,2023-12-30 18:40:13,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4707,ORD-20250225-00004707,57,2025-02-25 21:57:22,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4708,ORD-20220413-00004708,2417,2022-04-13 07:51:22,delivered,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
4709,ORD-20230115-00004709,1723,2023-01-15 17:43:27,returned,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4710,ORD-20220704-00004710,2023,2022-07-04 11:44:00,delivered,,2,6,2,web,IDR,2026-05-25 04:22:10.045703
4711,ORD-20220421-00004711,2080,2022-04-21 05:31:36,returned,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
4712,ORD-20230307-00004712,580,2023-03-07 02:33:26,delivered,,2,6,3,web,IDR,2026-05-25 04:22:10.045703
4713,ORD-20240627-00004713,962,2024-06-27 23:32:35,delivered,,3,6,3,web,IDR,2026-05-25 04:22:10.045703
4714,ORD-20220523-00004714,1276,2022-05-23 11:24:23,delivered,,1,2,2,web,IDR,2026-05-25 04:22:10.045703
4715,ORD-20230118-00004715,1468,2023-01-18 21:49:00,cancelled,placed,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4716,ORD-20250303-00004716,1324,2025-03-03 22:58:53,delivered,,1,7,1,web,IDR,2026-05-25 04:22:10.045703
4717,ORD-20240523-00004717,1290,2024-05-23 15:58:44,delivered,,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4718,ORD-20220224-00004718,765,2022-02-24 17:09:42,delivered,,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4719,ORD-20250826-00004719,2065,2025-08-26 15:31:38,delivered,,1,2,3,web,IDR,2026-05-25 04:22:10.045703
4720,ORD-20240609-00004720,420,2024-06-09 23:54:48,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4721,ORD-20220613-00004721,1557,2022-06-13 02:15:47,returned,,2,1,3,web,IDR,2026-05-25 04:22:10.045703
4722,ORD-20251105-00004722,1301,2025-11-05 23:54:58,delivered,,2,3,4,web,IDR,2026-05-25 04:22:10.045703
4723,ORD-20220702-00004723,1450,2022-07-02 05:56:07,delivered,,3,5,2,web,IDR,2026-05-25 04:22:10.045703
4724,ORD-20220710-00004724,545,2022-07-10 15:01:47,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
4725,ORD-20240104-00004725,1946,2024-01-04 08:15:37,delivered,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
4726,ORD-20230314-00004726,2092,2023-03-14 10:31:30,delivered,,3,7,1,web,IDR,2026-05-25 04:22:10.045703
4727,ORD-20250129-00004727,1781,2025-01-29 14:58:18,delivered,,2,5,2,web,IDR,2026-05-25 04:22:10.045703
4728,ORD-20250616-00004728,1885,2025-06-16 08:31:31,cancelled,packed,1,1,1,web,IDR,2026-05-25 04:22:10.045703
4729,ORD-20250422-00004729,1844,2025-04-22 20:26:00,delivered,,2,3,1,web,IDR,2026-05-25 04:22:10.045703
4730,ORD-20221106-00004730,1014,2022-11-06 16:18:48,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4731,ORD-20220608-00004731,1849,2022-06-08 21:47:32,delivered,,1,5,2,web,IDR,2026-05-25 04:22:10.045703
4732,ORD-20230623-00004732,2202,2023-06-23 19:04:29,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4733,ORD-20240209-00004733,332,2024-02-09 17:37:00,delivered,,2,3,1,web,IDR,2026-05-25 04:22:10.045703
4734,ORD-20221023-00004734,2153,2022-10-23 08:17:22,delivered,,2,2,2,web,IDR,2026-05-25 04:22:10.045703
4735,ORD-20240518-00004735,2173,2024-05-18 00:14:28,delivered,,2,1,3,web,IDR,2026-05-25 04:22:10.045703
4736,ORD-20241217-00004736,1025,2024-12-17 22:11:30,delivered,,4,4,2,web,IDR,2026-05-25 04:22:10.045703
4737,ORD-20241015-00004737,1593,2024-10-15 17:09:28,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4738,ORD-20240203-00004738,992,2024-02-03 08:52:14,delivered,,3,2,1,web,IDR,2026-05-25 04:22:10.045703
4739,ORD-20230805-00004739,1934,2023-08-05 02:16:35,delivered,,4,7,3,web,IDR,2026-05-25 04:22:10.045703
4740,ORD-20230329-00004740,1385,2023-03-29 14:11:07,cancelled,placed,4,3,2,web,IDR,2026-05-25 04:22:10.045703
4741,ORD-20220211-00004741,219,2022-02-11 03:51:33,returned,,4,4,1,web,IDR,2026-05-25 04:22:10.045703
4742,ORD-20240307-00004742,1919,2024-03-07 08:30:58,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
4743,ORD-20240121-00004743,647,2024-01-21 12:28:02,delivered,,3,6,1,web,IDR,2026-05-25 04:22:10.045703
4744,ORD-20221111-00004744,1928,2022-11-11 12:54:52,delivered,,4,7,2,web,IDR,2026-05-25 04:22:10.045703
4745,ORD-20230401-00004745,552,2023-04-01 15:02:52,delivered,,1,8,4,web,IDR,2026-05-25 04:22:10.045703
4746,ORD-20231101-00004746,1002,2023-11-01 05:53:04,returned,,4,1,2,web,IDR,2026-05-25 04:22:10.045703
4747,ORD-20221220-00004747,2221,2022-12-20 04:39:01,returned,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
4748,ORD-20220311-00004748,1324,2022-03-11 16:05:55,delivered,,4,3,3,web,IDR,2026-05-25 04:22:10.045703
4749,ORD-20240220-00004749,2247,2024-02-20 14:41:38,delivered,,2,7,1,web,IDR,2026-05-25 04:22:10.045703
4750,ORD-20240608-00004750,289,2024-06-08 18:17:44,returned,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4751,ORD-20230227-00004751,1371,2023-02-27 13:32:14,delivered,,4,1,3,web,IDR,2026-05-25 04:22:10.045703
4752,ORD-20230904-00004752,2451,2023-09-04 11:32:45,returned,,1,3,4,web,IDR,2026-05-25 04:22:10.045703
4753,ORD-20230117-00004753,1850,2023-01-17 21:54:48,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4754,ORD-20250420-00004754,233,2025-04-20 06:09:04,delivered,,2,1,2,web,IDR,2026-05-25 04:22:10.045703
4755,ORD-20220907-00004755,1825,2022-09-07 02:16:12,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
4756,ORD-20220311-00004756,1105,2022-03-11 21:41:21,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4757,ORD-20250324-00004757,337,2025-03-24 21:47:54,delivered,,2,4,3,web,IDR,2026-05-25 04:22:10.045703
4758,ORD-20230601-00004758,864,2023-06-01 22:22:35,delivered,,3,2,3,web,IDR,2026-05-25 04:22:10.045703
4759,ORD-20240104-00004759,1878,2024-01-04 20:04:38,delivered,,1,4,4,web,IDR,2026-05-25 04:22:10.045703
4760,ORD-20250125-00004760,1334,2025-01-25 21:55:21,returned,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4761,ORD-20230628-00004761,921,2023-06-28 12:09:48,delivered,,1,1,4,web,IDR,2026-05-25 04:22:10.045703
4762,ORD-20250325-00004762,2252,2025-03-25 10:44:17,delivered,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
4763,ORD-20240414-00004763,148,2024-04-14 22:38:14,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4764,ORD-20250612-00004764,785,2025-06-12 20:16:41,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
4765,ORD-20220814-00004765,550,2022-08-14 09:16:16,delivered,,1,3,3,web,IDR,2026-05-25 04:22:10.045703
4766,ORD-20250820-00004766,794,2025-08-20 09:37:54,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4767,ORD-20230612-00004767,367,2023-06-12 08:00:33,delivered,,1,6,3,web,IDR,2026-05-25 04:22:10.045703
4768,ORD-20220810-00004768,1652,2022-08-10 18:14:49,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4769,ORD-20241231-00004769,1508,2024-12-31 08:20:55,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
4770,ORD-20250410-00004770,65,2025-04-10 08:03:59,delivered,,4,3,3,web,IDR,2026-05-25 04:22:10.045703
4771,ORD-20250722-00004771,1879,2025-07-22 07:01:58,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
4772,ORD-20250103-00004772,1720,2025-01-03 20:08:58,delivered,,1,5,1,web,IDR,2026-05-25 04:22:10.045703
4773,ORD-20221219-00004773,2467,2022-12-19 21:42:07,delivered,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
4774,ORD-20240420-00004774,1784,2024-04-20 19:00:03,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
4775,ORD-20240624-00004775,1379,2024-06-24 04:50:28,delivered,,1,8,1,web,IDR,2026-05-25 04:22:10.045703
4776,ORD-20240415-00004776,2495,2024-04-15 15:52:58,delivered,,3,3,1,web,IDR,2026-05-25 04:22:10.045703
4777,ORD-20230312-00004777,466,2023-03-12 18:58:10,cancelled,paid,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4778,ORD-20250530-00004778,1993,2025-05-30 17:22:16,delivered,,3,6,1,web,IDR,2026-05-25 04:22:10.045703
4779,ORD-20220227-00004779,1821,2022-02-27 17:12:49,delivered,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
4780,ORD-20221004-00004780,134,2022-10-04 09:19:19,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4781,ORD-20220519-00004781,2066,2022-05-19 20:05:43,returned,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4782,ORD-20241222-00004782,2044,2024-12-22 18:37:20,delivered,,2,3,4,web,IDR,2026-05-25 04:22:10.045703
4783,ORD-20231102-00004783,1239,2023-11-02 16:06:41,delivered,,1,3,2,web,IDR,2026-05-25 04:22:10.045703
4784,ORD-20240724-00004784,2232,2024-07-24 17:35:23,delivered,,3,3,1,web,IDR,2026-05-25 04:22:10.045703
4785,ORD-20230425-00004785,238,2023-04-25 17:24:47,delivered,,4,1,2,web,IDR,2026-05-25 04:22:10.045703
4786,ORD-20220506-00004786,1276,2022-05-06 19:50:06,delivered,,3,3,1,web,IDR,2026-05-25 04:22:10.045703
4787,ORD-20251223-00004787,232,2025-12-23 18:25:02,delivered,,4,4,1,web,IDR,2026-05-25 04:22:10.045703
4788,ORD-20240517-00004788,1008,2024-05-17 10:17:38,delivered,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
4789,ORD-20251026-00004789,244,2025-10-26 06:42:05,delivered,,3,1,2,web,IDR,2026-05-25 04:22:10.045703
4790,ORD-20230131-00004790,380,2023-01-31 18:33:41,delivered,,1,5,3,web,IDR,2026-05-25 04:22:10.045703
4791,ORD-20250331-00004791,2383,2025-03-31 05:00:14,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4792,ORD-20251115-00004792,257,2025-11-15 20:19:56,cancelled,packed,3,6,2,web,IDR,2026-05-25 04:22:10.045703
4793,ORD-20250404-00004793,1604,2025-04-04 10:51:24,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4794,ORD-20241231-00004794,867,2024-12-31 16:45:20,delivered,,4,5,4,web,IDR,2026-05-25 04:22:10.045703
4795,ORD-20240520-00004795,1384,2024-05-20 01:14:31,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4796,ORD-20230413-00004796,1623,2023-04-13 17:20:38,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
4797,ORD-20220220-00004797,1085,2022-02-20 17:55:52,delivered,,2,7,1,web,IDR,2026-05-25 04:22:10.045703
4798,ORD-20230425-00004798,150,2023-04-25 19:12:13,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
4799,ORD-20240216-00004799,2274,2024-02-16 07:50:46,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4800,ORD-20221216-00004800,503,2022-12-16 09:54:52,delivered,,4,2,2,web,IDR,2026-05-25 04:22:10.045703
4801,ORD-20240118-00004801,1436,2024-01-18 09:58:11,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
4802,ORD-20230530-00004802,1356,2023-05-30 16:20:28,delivered,,1,5,4,web,IDR,2026-05-25 04:22:10.045703
4803,ORD-20230615-00004803,928,2023-06-15 17:32:36,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4804,ORD-20230906-00004804,2197,2023-09-06 17:27:20,delivered,,3,6,1,web,IDR,2026-05-25 04:22:10.045703
4805,ORD-20220514-00004805,36,2022-05-14 21:17:14,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
4806,ORD-20220305-00004806,863,2022-03-05 21:56:25,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
4807,ORD-20220224-00004807,1212,2022-02-24 21:03:30,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
4808,ORD-20250606-00004808,1686,2025-06-06 18:52:17,delivered,,4,1,2,web,IDR,2026-05-25 04:22:10.045703
4809,ORD-20230322-00004809,1906,2023-03-22 21:46:35,delivered,,4,3,2,web,IDR,2026-05-25 04:22:10.045703
4810,ORD-20230608-00004810,2096,2023-06-08 02:54:30,returned,,2,4,3,web,IDR,2026-05-25 04:22:10.045703
4811,ORD-20221028-00004811,825,2022-10-28 12:18:24,delivered,,3,6,4,web,IDR,2026-05-25 04:22:10.045703
4812,ORD-20241222-00004812,1000,2024-12-22 20:23:50,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
4813,ORD-20230920-00004813,663,2023-09-20 07:23:02,delivered,,3,2,1,web,IDR,2026-05-25 04:22:10.045703
4814,ORD-20240925-00004814,1317,2024-09-25 08:34:10,delivered,,4,1,2,web,IDR,2026-05-25 04:22:10.045703
4815,ORD-20230220-00004815,1153,2023-02-20 08:24:48,delivered,,1,7,4,web,IDR,2026-05-25 04:22:10.045703
4816,ORD-20231119-00004816,1769,2023-11-19 09:28:47,delivered,,3,2,1,web,IDR,2026-05-25 04:22:10.045703
4817,ORD-20220718-00004817,363,2022-07-18 10:56:24,delivered,,3,5,3,web,IDR,2026-05-25 04:22:10.045703
4818,ORD-20240205-00004818,443,2024-02-05 08:57:51,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
4819,ORD-20241007-00004819,2128,2024-10-07 21:20:11,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
4820,ORD-20220214-00004820,2415,2022-02-14 00:51:01,delivered,,1,7,1,web,IDR,2026-05-25 04:22:10.045703
