shipment_id,order_id,shipping_service_id,checkout_ts,shipped_ts,delivered_ts,shipping_fee,shipping_subsidy,is_delayed,shipping_status,tracking_number,loaded_at
16536,16536,3,2022-04-15 18:51:42,2022-04-17 00:28:42,2022-04-20 00:28:42,9000,0,False,delivered,TRK99036205,2026-05-25 04:22:10.045703
16537,16537,6,2023-05-05 10:38:03,2023-05-05 18:10:03,2023-05-07 18:10:03,15000,0,False,delivered,TRK33557031,2026-05-25 04:22:10.045703
16538,16538,3,2025-05-06 15:32:13,2025-05-06 23:47:13,2025-05-14 23:47:13,50000,0,True,delivered,TRK53240718,2026-05-25 04:22:10.045703
16539,16539,8,2023-03-20 12:06:58,2023-03-21 02:10:58,2023-03-29 02:10:58,15000,0,True,delivered,TRK31064256,2026-05-25 04:22:10.045703
16540,16540,3,2022-07-04 15:40:57,2022-07-05 17:29:57,,35000,0,False,cancelled,TRK35879294,2026-05-25 04:22:10.045703
16541,16541,6,2022-12-25 17:22:52,2022-12-26 05:44:52,2022-12-29 05:44:52,15000,0,False,delivered,TRK22227387,2026-05-25 04:22:10.045703
16542,16542,3,2025-08-05 12:06:37,2025-08-07 02:32:37,2025-08-17 02:32:37,18000,18000,True,delivered,TRK92972011,2026-05-25 04:22:10.045703
16543,16543,6,2022-01-28 18:38:35,2022-01-30 11:13:35,2022-02-03 11:13:35,25000,0,False,delivered,TRK21955471,2026-05-25 04:22:10.045703
16544,16544,1,2023-01-02 06:13:50,2023-01-03 20:05:50,2023-01-08 20:05:50,9000,0,False,delivered,TRK20407288,2026-05-25 04:22:10.045703
16545,16545,3,2022-01-29 19:56:04,2022-01-30 23:46:04,2022-01-31 23:46:04,15000,15000,False,delivered,TRK88077596,2026-05-25 04:22:10.045703
16546,16546,5,2024-07-27 13:37:19,2024-07-28 02:02:19,2024-07-31 02:02:19,35000,0,False,delivered,TRK78125451,2026-05-25 04:22:10.045703
16547,16547,1,2022-05-01 12:23:42,2022-05-02 17:25:42,2022-05-05 17:25:42,9000,0,False,delivered,TRK64574314,2026-05-25 04:22:10.045703
16548,16548,3,2025-02-16 08:40:43,2025-02-17 05:42:43,2025-02-27 05:42:43,25000,0,True,delivered,TRK60993445,2026-05-25 04:22:10.045703
16549,16549,2,2022-02-21 16:51:08,2022-02-22 19:44:08,2022-03-04 19:44:08,15000,0,True,delivered,TRK67809362,2026-05-25 04:22:10.045703
16550,16550,1,2025-05-03 16:43:18,2025-05-05 02:07:18,2025-05-08 02:07:18,18000,0,False,delivered,TRK20044322,2026-05-25 04:22:10.045703
16551,16551,5,2022-05-15 21:25:11,2022-05-16 21:58:11,2022-05-19 21:58:11,35000,0,False,delivered,TRK60980523,2026-05-25 04:22:10.045703
16552,16552,4,2025-11-23 07:55:20,2025-11-24 05:08:20,2025-11-27 05:08:20,50000,0,False,delivered,TRK22219052,2026-05-25 04:22:10.045703
16553,16553,1,2022-02-11 18:00:18,2022-02-13 16:29:18,2022-02-15 16:29:18,18000,0,False,delivered,TRK10913591,2026-05-25 04:22:10.045703
16554,16554,1,2022-08-22 11:10:41,2022-08-23 23:54:41,2022-09-03 23:54:41,15000,0,True,delivered,TRK55987083,2026-05-25 04:22:10.045703
16555,16555,5,2024-04-05 18:34:27,2024-04-06 08:29:27,2024-04-07 08:29:27,15000,0,False,delivered,TRK77734972,2026-05-25 04:22:10.045703
16556,16556,4,2022-04-18 05:05:36,2022-04-19 03:30:36,2022-04-22 03:30:36,50000,0,False,delivered,TRK59227147,2026-05-25 04:22:10.045703
16557,16557,1,2022-06-01 19:50:14,2022-06-03 07:09:14,2022-06-05 07:09:14,35000,35000,False,delivered,TRK56120395,2026-05-25 04:22:10.045703
16558,16558,6,2022-08-12 08:44:56,2022-08-13 00:29:56,2022-08-19 00:29:56,25000,25000,False,delivered,TRK91319956,2026-05-25 04:22:10.045703
16559,16559,4,2024-06-16 13:47:31,2024-06-17 10:00:31,2024-06-21 10:00:31,12000,0,True,delivered,TRK24712664,2026-05-25 04:22:10.045703
16560,16560,3,2024-05-19 04:53:20,2024-05-20 02:17:20,2024-05-23 02:17:20,15000,0,False,delivered,TRK69230956,2026-05-25 04:22:10.045703
16561,16561,1,2022-06-26 11:46:04,2022-06-26 20:06:04,2022-07-01 20:06:04,12000,0,False,delivered,TRK28228490,2026-05-25 04:22:10.045703
16562,16562,3,2025-11-05 21:24:44,2025-11-07 05:18:44,2025-11-15 05:18:44,25000,0,True,delivered,TRK88844736,2026-05-25 04:22:10.045703
16563,16563,6,2023-06-26 18:34:05,2023-06-28 14:47:05,2023-07-02 14:47:05,9000,0,False,delivered,TRK30764250,2026-05-25 04:22:10.045703
16564,16564,5,2025-07-01 07:31:16,2025-07-01 23:18:16,2025-07-06 23:18:16,9000,9000,False,delivered,TRK77845683,2026-05-25 04:22:10.045703
16565,16565,3,2024-10-18 16:40:56,,,15000,0,False,cancelled,,2026-05-25 04:22:10.045703
16566,16566,6,2025-10-14 21:27:51,2025-10-16 08:27:51,2025-10-22 08:27:51,25000,0,False,delivered,TRK95251200,2026-05-25 04:22:10.045703
16567,16567,1,2022-12-16 21:10:23,2022-12-18 13:38:23,2022-12-22 13:38:23,25000,0,False,delivered,TRK50783403,2026-05-25 04:22:10.045703
16568,16568,3,2024-09-15 21:51:22,2024-09-17 17:16:22,2024-09-25 17:16:22,50000,0,True,delivered,TRK64799002,2026-05-25 04:22:10.045703
16569,16569,5,2024-05-17 17:05:04,2024-05-18 22:14:04,2024-05-20 22:14:04,12000,0,False,delivered,TRK96126080,2026-05-25 04:22:10.045703
16570,16570,7,2022-08-19 15:58:22,2022-08-21 06:18:22,2022-08-28 06:18:22,50000,0,True,delivered,TRK38130517,2026-05-25 04:22:10.045703
16571,16571,3,2024-09-30 16:48:16,2024-10-02 03:45:16,2024-10-14 03:45:16,9000,0,True,delivered,TRK14828251,2026-05-25 04:22:10.045703
16572,16572,6,2024-03-05 16:37:34,2024-03-06 10:16:34,2024-03-12 10:16:34,18000,0,True,delivered,TRK24243562,2026-05-25 04:22:10.045703
16573,16573,3,2022-04-25 14:11:38,2022-04-26 16:36:38,2022-04-29 16:36:38,18000,0,False,delivered,TRK95526490,2026-05-25 04:22:10.045703
16574,16574,6,2023-04-08 06:13:00,2023-04-09 05:51:00,2023-04-13 05:51:00,50000,0,False,delivered,TRK52317739,2026-05-25 04:22:10.045703
16575,16575,3,2024-08-12 09:55:19,2024-08-14 03:20:19,2024-08-23 03:20:19,12000,12000,True,delivered,TRK52544675,2026-05-25 04:22:10.045703
16576,16576,5,2025-03-24 11:27:16,2025-03-26 08:11:16,2025-04-03 08:11:16,9000,9000,True,delivered,TRK32157974,2026-05-25 04:22:10.045703
16577,16577,3,2025-08-17 03:12:25,2025-08-18 14:50:25,2025-08-19 14:50:25,25000,0,False,delivered,TRK19816005,2026-05-25 04:22:10.045703
16578,16578,4,2024-06-11 20:15:49,2024-06-13 10:03:49,2024-06-16 10:03:49,50000,0,False,delivered,TRK19084038,2026-05-25 04:22:10.045703
16579,16579,1,2022-09-13 00:16:43,2022-09-13 20:48:43,2022-09-21 20:48:43,35000,0,True,delivered,TRK71276140,2026-05-25 04:22:10.045703
16580,16580,4,2024-12-29 14:04:02,2024-12-31 08:48:02,2025-01-03 08:48:02,9000,0,False,delivered,TRK47485726,2026-05-25 04:22:10.045703
16581,16581,1,2022-02-03 18:27:02,,,15000,0,False,cancelled,,2026-05-25 04:22:10.045703
16582,16582,1,2025-04-24 12:42:49,2025-04-25 08:39:49,2025-04-30 08:39:49,18000,0,False,delivered,TRK38066388,2026-05-25 04:22:10.045703
16583,16583,6,2022-05-19 09:23:34,2022-05-21 03:54:34,2022-05-27 03:54:34,15000,0,False,delivered,TRK97149495,2026-05-25 04:22:10.045703
16584,16584,1,2024-06-25 11:56:18,2024-06-26 10:03:18,2024-06-30 10:03:18,50000,0,False,delivered,TRK41804656,2026-05-25 04:22:10.045703
16585,16585,1,2023-01-25 06:01:46,2023-01-26 10:45:46,2023-02-03 10:45:46,18000,0,True,delivered,TRK43969290,2026-05-25 04:22:10.045703
16586,16586,4,2023-03-16 05:16:20,2023-03-18 10:10:20,2023-03-23 10:10:20,9000,9000,False,delivered,TRK47516074,2026-05-25 04:22:10.045703
16587,16587,5,2022-12-11 21:04:08,2022-12-13 07:55:08,2022-12-18 07:55:08,15000,0,False,delivered,TRK70163487,2026-05-25 04:22:10.045703
16588,16588,5,2022-01-15 22:02:17,2022-01-17 11:30:17,2022-01-18 11:30:17,12000,12000,False,delivered,TRK46210657,2026-05-25 04:22:10.045703
16589,16589,3,2022-05-17 18:20:07,,,25000,25000,False,cancelled,,2026-05-25 04:22:10.045703
16590,16590,3,2023-05-28 11:57:08,2023-05-30 12:56:08,2023-06-06 12:56:08,9000,0,True,delivered,TRK26300806,2026-05-25 04:22:10.045703
16591,16591,1,2023-02-01 02:50:25,2023-02-02 15:15:25,2023-02-07 15:15:25,18000,0,False,delivered,TRK55685768,2026-05-25 04:22:10.045703
16592,16592,1,2025-03-19 23:21:36,2025-03-20 19:50:36,2025-03-29 19:50:36,25000,25000,True,delivered,TRK86339616,2026-05-25 04:22:10.045703
16593,16593,1,2024-07-28 09:25:32,2024-07-30 07:23:32,2024-08-01 07:23:32,25000,0,False,delivered,TRK31877831,2026-05-25 04:22:10.045703
16594,16594,5,2025-08-07 16:43:26,2025-08-10 01:33:26,2025-08-12 01:33:26,35000,35000,False,delivered,TRK53941683,2026-05-25 04:22:10.045703
16595,16595,1,2023-12-21 18:58:47,2023-12-22 20:57:47,,35000,0,False,cancelled,TRK14919998,2026-05-25 04:22:10.045703
16596,16596,2,2023-12-10 11:45:05,2023-12-11 19:07:05,2023-12-18 19:07:05,35000,0,True,delivered,TRK72097132,2026-05-25 04:22:10.045703
16597,16597,3,2025-02-02 21:09:56,2025-02-03 22:51:56,2025-02-15 22:51:56,35000,0,True,delivered,TRK81488593,2026-05-25 04:22:10.045703
16598,16598,4,2024-08-02 19:41:45,2024-08-04 03:57:45,2024-08-14 03:57:45,25000,0,True,delivered,TRK24547037,2026-05-25 04:22:10.045703
16599,16599,1,2023-03-29 20:45:42,2023-03-30 21:07:42,2023-03-31 21:07:42,15000,0,False,delivered,TRK47189715,2026-05-25 04:22:10.045703
16600,16600,6,2023-09-23 13:17:13,2023-09-24 05:22:13,2023-10-04 05:22:13,50000,50000,True,delivered,TRK44599098,2026-05-25 04:22:10.045703
16601,16601,6,2025-09-27 14:00:24,,,50000,0,False,cancelled,,2026-05-25 04:22:10.045703
16602,16602,3,2024-02-23 10:32:45,2024-02-24 12:59:45,2024-02-25 12:59:45,50000,0,False,delivered,TRK62731558,2026-05-25 04:22:10.045703
16603,16603,1,2024-03-02 19:31:01,2024-03-03 08:02:01,2024-03-13 08:02:01,9000,9000,True,delivered,TRK84898080,2026-05-25 04:22:10.045703
16604,16604,2,2023-01-27 17:56:44,2023-01-29 00:53:44,2023-02-03 00:53:44,18000,0,True,delivered,TRK70042334,2026-05-25 04:22:10.045703
16605,16605,5,2025-07-20 22:33:06,2025-07-22 01:16:06,2025-08-02 01:16:06,12000,0,True,delivered,TRK94689689,2026-05-25 04:22:10.045703
16606,16606,4,2022-10-18 13:40:59,2022-10-20 17:37:59,2022-10-29 17:37:59,25000,0,True,delivered,TRK84716875,2026-05-25 04:22:10.045703
16607,16607,2,2022-09-09 04:56:49,2022-09-11 01:33:49,2022-09-12 01:33:49,35000,0,False,delivered,TRK91126987,2026-05-25 04:22:10.045703
16608,16608,5,2025-01-02 18:08:49,2025-01-04 09:38:49,2025-01-09 09:38:49,15000,0,False,delivered,TRK45863773,2026-05-25 04:22:10.045703
16609,16609,1,2024-11-07 02:35:00,2024-11-08 21:58:00,2024-11-09 21:58:00,18000,0,False,delivered,TRK61203701,2026-05-25 04:22:10.045703
16610,16610,4,2023-12-17 19:44:17,2023-12-18 16:36:17,2023-12-23 16:36:17,35000,0,False,delivered,TRK31854441,2026-05-25 04:22:10.045703
16611,16611,4,2023-04-28 18:13:59,2023-04-29 10:44:59,2023-05-03 10:44:59,35000,35000,False,delivered,TRK58090348,2026-05-25 04:22:10.045703
16612,16612,1,2024-02-17 06:21:47,2024-02-19 02:56:47,2024-02-29 02:56:47,25000,0,True,delivered,TRK16607027,2026-05-25 04:22:10.045703
16613,16613,8,2025-11-11 13:02:26,2025-11-13 03:25:26,2025-11-14 03:25:26,15000,0,False,delivered,TRK34906245,2026-05-25 04:22:10.045703
16614,16614,2,2023-12-23 20:57:59,2023-12-26 04:24:59,2023-12-27 04:24:59,25000,0,False,delivered,TRK50167651,2026-05-25 04:22:10.045703
16615,16615,2,2022-03-02 16:21:22,2022-03-03 22:08:22,2022-03-10 22:08:22,9000,0,True,delivered,TRK64333372,2026-05-25 04:22:10.045703
16616,16616,5,2024-12-27 13:40:33,2024-12-29 11:09:33,2025-01-01 11:09:33,50000,0,False,delivered,TRK20995373,2026-05-25 04:22:10.045703
16617,16617,3,2024-02-11 18:51:02,2024-02-13 12:02:02,2024-02-17 12:02:02,9000,0,False,delivered,TRK62619969,2026-05-25 04:22:10.045703
16618,16618,4,2025-01-28 21:41:43,2025-01-30 12:01:43,2025-02-02 12:01:43,12000,0,False,delivered,TRK23925946,2026-05-25 04:22:10.045703
16619,16619,6,2025-09-21 05:38:31,2025-09-22 06:36:31,2025-09-28 06:36:31,18000,18000,False,delivered,TRK87266820,2026-05-25 04:22:10.045703
16620,16620,4,2025-09-11 07:14:27,2025-09-11 23:04:27,2025-09-14 23:04:27,12000,12000,False,delivered,TRK35003954,2026-05-25 04:22:10.045703
16621,16621,4,2023-03-24 16:22:39,2023-03-25 21:08:39,2023-03-26 21:08:39,50000,0,False,delivered,TRK88608022,2026-05-25 04:22:10.045703
16622,16622,1,2024-05-19 16:58:22,2024-05-20 21:25:22,2024-05-27 21:25:22,18000,0,True,delivered,TRK59043014,2026-05-25 04:22:10.045703
16623,16623,5,2024-12-06 18:43:33,2024-12-07 23:47:33,2024-12-16 23:47:33,25000,0,True,delivered,TRK37388853,2026-05-25 04:22:10.045703
16624,16624,5,2022-07-15 19:34:28,2022-07-16 13:17:28,2022-07-21 13:17:28,50000,0,False,delivered,TRK91907830,2026-05-25 04:22:10.045703
16625,16625,2,2022-04-25 10:11:36,,,35000,0,False,cancelled,,2026-05-25 04:22:10.045703
16626,16626,3,2025-07-20 23:00:22,2025-07-22 06:14:22,2025-07-30 06:14:22,12000,0,True,delivered,TRK19659928,2026-05-25 04:22:10.045703
16627,16627,3,2025-01-26 11:01:31,2025-01-27 05:07:31,2025-01-30 05:07:31,35000,35000,False,delivered,TRK80993375,2026-05-25 04:22:10.045703
16628,16628,4,2023-08-03 11:35:00,2023-08-04 22:03:00,2023-08-06 22:03:00,25000,0,False,delivered,TRK73493687,2026-05-25 04:22:10.045703
16629,16629,5,2025-02-07 08:38:44,2025-02-09 03:51:44,2025-02-10 03:51:44,50000,0,False,delivered,TRK87940028,2026-05-25 04:22:10.045703
16630,16630,5,2023-06-11 05:37:48,2023-06-11 20:49:48,2023-06-19 20:49:48,35000,0,True,delivered,TRK57315476,2026-05-25 04:22:10.045703
16631,16631,4,2022-05-04 12:57:41,2022-05-05 23:40:41,2022-05-10 23:40:41,35000,0,False,delivered,TRK45184142,2026-05-25 04:22:10.045703
16632,16632,1,2024-07-18 09:24:14,2024-07-18 23:44:14,2024-07-26 23:44:14,15000,0,True,delivered,TRK55376277,2026-05-25 04:22:10.045703
16633,16633,3,2024-03-16 08:42:34,2024-03-17 03:31:34,2024-03-28 03:31:34,12000,0,True,delivered,TRK11684423,2026-05-25 04:22:10.045703
16634,16634,2,2024-06-24 10:18:39,2024-06-24 21:22:39,2024-06-30 21:22:39,12000,0,True,delivered,TRK75119001,2026-05-25 04:22:10.045703
16635,16635,7,2024-11-06 23:57:32,,,25000,0,False,cancelled,,2026-05-25 04:22:10.045703
16636,16636,4,2025-07-20 07:31:30,2025-07-21 11:38:30,2025-07-22 11:38:30,15000,15000,False,delivered,TRK25678399,2026-05-25 04:22:10.045703
16637,16637,8,2024-04-23 18:04:49,2024-04-24 18:18:49,2024-04-30 18:18:49,9000,0,True,delivered,TRK36652304,2026-05-25 04:22:10.045703
16638,16638,3,2022-05-12 18:30:31,2022-05-14 12:08:31,2022-05-17 12:08:31,9000,9000,False,delivered,TRK58587469,2026-05-25 04:22:10.045703
16639,16639,3,2024-02-04 18:38:03,2024-02-05 22:27:03,2024-02-06 22:27:03,18000,18000,False,delivered,TRK90316162,2026-05-25 04:22:10.045703
16640,16640,6,2025-08-23 22:20:10,2025-08-25 18:12:10,2025-08-29 18:12:10,25000,25000,True,delivered,TRK51945160,2026-05-25 04:22:10.045703
16641,16641,3,2022-09-01 05:13:19,2022-09-02 18:47:19,2022-09-12 18:47:19,18000,0,True,delivered,TRK84938451,2026-05-25 04:22:10.045703
16642,16642,5,2025-01-28 00:19:39,2025-01-29 18:47:39,2025-02-07 18:47:39,12000,12000,True,delivered,TRK53776588,2026-05-25 04:22:10.045703
16643,16643,1,2024-02-02 18:39:13,2024-02-04 19:14:13,2024-02-10 19:14:13,25000,0,True,delivered,TRK18804244,2026-05-25 04:22:10.045703
16644,16644,3,2022-05-05 08:50:33,2022-05-07 04:07:33,2022-05-19 04:07:33,35000,0,True,delivered,TRK45803358,2026-05-25 04:22:10.045703
16645,16645,2,2025-07-06 17:40:24,2025-07-07 16:22:24,2025-07-09 16:22:24,15000,15000,False,delivered,TRK17233083,2026-05-25 04:22:10.045703
16646,16646,6,2024-05-08 00:41:50,2024-05-10 08:00:50,2024-05-13 08:00:50,18000,0,False,delivered,TRK30515683,2026-05-25 04:22:10.045703
16647,16647,5,2023-07-14 15:21:55,,,12000,12000,False,cancelled,,2026-05-25 04:22:10.045703
16648,16648,3,2022-01-17 09:30:24,2022-01-18 15:01:24,2022-01-26 15:01:24,15000,0,True,delivered,TRK96302250,2026-05-25 04:22:10.045703
16649,16649,3,2025-06-20 20:01:32,2025-06-21 18:31:32,2025-06-23 18:31:32,25000,25000,False,delivered,TRK43540524,2026-05-25 04:22:10.045703
16650,16650,5,2023-11-12 02:52:58,2023-11-13 11:30:58,2023-11-21 11:30:58,50000,50000,True,delivered,TRK44789317,2026-05-25 04:22:10.045703
16651,16651,1,2024-11-13 15:08:57,2024-11-14 12:46:57,2024-11-23 12:46:57,25000,0,True,delivered,TRK14759188,2026-05-25 04:22:10.045703
16652,16652,1,2025-03-10 00:05:45,2025-03-11 03:09:45,2025-03-14 03:09:45,15000,15000,False,delivered,TRK42585764,2026-05-25 04:22:10.045703
16653,16653,5,2023-11-25 09:11:05,2023-11-26 09:21:05,2023-11-29 09:21:05,12000,12000,False,delivered,TRK25228688,2026-05-25 04:22:10.045703
16654,16654,1,2024-04-02 19:21:13,,,35000,0,False,cancelled,,2026-05-25 04:22:10.045703
16655,16655,5,2024-02-12 17:34:58,2024-02-13 17:40:58,2024-02-15 17:40:58,25000,0,False,delivered,TRK55061583,2026-05-25 04:22:10.045703
16656,16656,2,2022-07-19 17:31:03,2022-07-20 07:43:03,2022-07-26 07:43:03,12000,0,True,delivered,TRK49684535,2026-05-25 04:22:10.045703
16657,16657,4,2022-07-11 11:47:49,2022-07-12 07:36:49,2022-07-15 07:36:49,9000,0,False,delivered,TRK29865420,2026-05-25 04:22:10.045703
16658,16658,3,2025-12-27 19:10:01,2025-12-28 07:34:01,2026-01-07 07:34:01,25000,0,True,delivered,TRK56713013,2026-05-25 04:22:10.045703
16659,16659,1,2022-09-23 11:43:53,2022-09-25 03:49:53,2022-09-26 03:49:53,18000,18000,False,delivered,TRK96631359,2026-05-25 04:22:10.045703
16660,16660,7,2024-01-24 20:57:15,,,9000,0,False,cancelled,,2026-05-25 04:22:10.045703
16661,16661,1,2023-12-24 15:32:47,2023-12-25 16:10:47,2023-12-28 16:10:47,12000,0,False,delivered,TRK83067395,2026-05-25 04:22:10.045703
16662,16662,5,2024-03-18 14:34:52,2024-03-19 23:57:52,2024-03-27 23:57:52,35000,0,True,delivered,TRK42982068,2026-05-25 04:22:10.045703
16663,16663,1,2023-02-16 00:06:23,2023-02-16 23:08:23,2023-02-18 23:08:23,12000,12000,False,delivered,TRK33155336,2026-05-25 04:22:10.045703
16664,16664,8,2022-05-07 11:37:07,2022-05-07 20:27:07,2022-05-13 20:27:07,9000,0,True,delivered,TRK26052355,2026-05-25 04:22:10.045703
16665,16665,3,2023-06-04 04:00:57,,,15000,0,False,cancelled,,2026-05-25 04:22:10.045703
16666,16666,1,2023-01-02 18:14:03,2023-01-04 21:33:03,2023-01-11 21:33:03,15000,15000,True,delivered,TRK39554179,2026-05-25 04:22:10.045703
16667,16667,3,2022-12-27 13:49:30,2022-12-28 06:09:30,2023-01-04 06:09:30,25000,0,True,delivered,TRK18505411,2026-05-25 04:22:10.045703
16668,16668,4,2022-01-01 12:13:20,2022-01-02 17:21:20,2022-01-13 17:21:20,35000,0,True,delivered,TRK86846387,2026-05-25 04:22:10.045703
16669,16669,5,2023-12-08 08:17:58,2023-12-09 14:20:58,2023-12-11 14:20:58,35000,0,False,delivered,TRK84524631,2026-05-25 04:22:10.045703
16670,16670,1,2025-12-31 12:51:59,,,9000,9000,False,in_progress,,2026-05-25 04:22:10.045703
16671,16671,8,2025-05-01 09:20:34,2025-05-02 15:41:34,2025-05-03 15:41:34,50000,0,False,delivered,TRK22729971,2026-05-25 04:22:10.045703
16672,16672,1,2024-11-06 21:13:40,2024-11-07 15:00:40,2024-11-10 15:00:40,25000,0,False,delivered,TRK27108958,2026-05-25 04:22:10.045703
16673,16673,1,2022-12-25 16:43:47,,,25000,25000,False,cancelled,,2026-05-25 04:22:10.045703
16674,16674,7,2025-12-18 23:27:56,2025-12-19 21:01:56,2025-12-20 21:01:56,50000,0,False,delivered,TRK73892311,2026-05-25 04:22:10.045703
16675,16675,6,2023-06-26 15:32:49,,,12000,0,False,cancelled,,2026-05-25 04:22:10.045703
16676,16676,4,2023-12-10 01:23:17,2023-12-11 16:26:17,2023-12-18 16:26:17,35000,0,True,delivered,TRK26416543,2026-05-25 04:22:10.045703
16677,16677,1,2025-11-14 12:36:52,2025-11-16 00:52:52,2025-11-17 00:52:52,25000,0,False,delivered,TRK68331134,2026-05-25 04:22:10.045703
16678,16678,1,2022-05-13 09:35:20,2022-05-14 17:37:20,2022-05-16 17:37:20,25000,0,False,delivered,TRK71080495,2026-05-25 04:22:10.045703
16679,16679,1,2025-03-30 11:00:30,2025-03-31 09:13:30,2025-04-08 09:13:30,12000,0,True,delivered,TRK77171610,2026-05-25 04:22:10.045703
16680,16680,6,2025-06-28 11:26:04,2025-06-30 06:27:04,2025-07-02 06:27:04,9000,0,False,delivered,TRK91649048,2026-05-25 04:22:10.045703
16681,16681,5,2022-05-02 17:17:06,2022-05-04 09:27:06,2022-05-16 09:27:06,12000,0,True,delivered,TRK55151839,2026-05-25 04:22:10.045703
16682,16682,4,2025-03-28 21:08:13,2025-03-30 07:12:13,2025-04-05 07:12:13,50000,0,True,delivered,TRK47793072,2026-05-25 04:22:10.045703
16683,16683,5,2025-03-14 05:47:57,2025-03-16 07:24:57,2025-03-25 07:24:57,35000,35000,True,delivered,TRK17173456,2026-05-25 04:22:10.045703
16684,16684,6,2023-05-01 16:09:37,2023-05-02 17:55:37,2023-05-07 17:55:37,12000,0,False,delivered,TRK38862431,2026-05-25 04:22:10.045703
16685,16685,4,2025-02-05 20:44:15,2025-02-07 06:00:15,2025-02-10 06:00:15,35000,0,False,delivered,TRK97894096,2026-05-25 04:22:10.045703
16686,16686,5,2025-05-30 22:27:10,2025-05-31 17:00:10,2025-06-03 17:00:10,18000,0,False,delivered,TRK54434680,2026-05-25 04:22:10.045703
16687,16687,1,2022-02-21 23:37:32,2022-02-23 19:20:32,2022-02-26 19:20:32,25000,25000,False,delivered,TRK63628851,2026-05-25 04:22:10.045703
16688,16688,2,2025-09-26 07:28:03,2025-09-28 01:24:03,2025-10-07 01:24:03,25000,25000,True,delivered,TRK26182850,2026-05-25 04:22:10.045703
16689,16689,6,2022-01-19 21:08:17,2022-01-20 17:12:17,2022-01-26 17:12:17,12000,0,False,delivered,TRK44765432,2026-05-25 04:22:10.045703
16690,16690,1,2022-02-04 11:02:34,2022-02-05 12:40:34,2022-02-13 12:40:34,50000,0,True,delivered,TRK85185702,2026-05-25 04:22:10.045703
16691,16691,8,2024-04-22 09:42:48,2024-04-24 06:06:48,2024-05-01 06:06:48,9000,9000,True,delivered,TRK61046863,2026-05-25 04:22:10.045703
16692,16692,4,2024-11-25 22:17:53,2024-11-27 12:27:53,2024-12-01 12:27:53,12000,0,False,delivered,TRK70444512,2026-05-25 04:22:10.045703
16693,16693,3,2025-02-03 18:38:01,2025-02-04 17:16:01,2025-02-15 17:16:01,18000,0,True,delivered,TRK32611085,2026-05-25 04:22:10.045703
16694,16694,2,2024-01-27 21:26:53,2024-01-30 03:38:53,2024-02-04 03:38:53,15000,0,True,delivered,TRK51470683,2026-05-25 04:22:10.045703
16695,16695,1,2024-03-15 17:44:55,2024-03-16 22:25:55,2024-03-18 22:25:55,15000,0,False,delivered,TRK21527362,2026-05-25 04:22:10.045703
16696,16696,3,2023-09-14 17:08:00,2023-09-16 09:45:00,2023-09-28 09:45:00,25000,25000,True,delivered,TRK37868836,2026-05-25 04:22:10.045703
16697,16697,1,2024-02-15 21:34:02,2024-02-17 02:37:02,2024-02-20 02:37:02,9000,9000,False,delivered,TRK44688565,2026-05-25 04:22:10.045703
16698,16698,4,2023-02-14 23:55:12,2023-02-15 15:58:12,2023-02-19 15:58:12,25000,0,False,delivered,TRK10324845,2026-05-25 04:22:10.045703
16699,16699,2,2022-04-24 20:02:17,,,50000,0,False,cancelled,,2026-05-25 04:22:10.045703
16700,16700,3,2024-06-25 13:30:02,2024-06-26 16:46:02,2024-06-28 16:46:02,35000,35000,False,delivered,TRK42582910,2026-05-25 04:22:10.045703
16701,16701,3,2022-01-01 21:03:26,2022-01-02 05:07:26,2022-01-13 05:07:26,9000,0,True,delivered,TRK62609610,2026-05-25 04:22:10.045703
16702,16702,4,2023-01-02 23:26:07,2023-01-03 19:28:07,2023-01-14 19:28:07,35000,0,True,delivered,TRK12087488,2026-05-25 04:22:10.045703
16703,16703,3,2023-12-13 09:31:05,2023-12-15 03:43:05,2023-12-20 03:43:05,15000,15000,True,delivered,TRK72274813,2026-05-25 04:22:10.045703
16704,16704,4,2022-06-22 20:12:42,2022-06-24 09:01:42,2022-06-27 09:01:42,25000,25000,False,delivered,TRK47779428,2026-05-25 04:22:10.045703
16705,16705,4,2022-12-22 16:20:45,2022-12-23 07:25:45,2022-12-28 07:25:45,50000,0,False,delivered,TRK31990336,2026-05-25 04:22:10.045703
16706,16706,1,2024-10-13 19:06:41,2024-10-15 05:03:41,2024-10-23 05:03:41,35000,0,True,delivered,TRK37565862,2026-05-25 04:22:10.045703
16707,16707,3,2022-06-05 04:41:15,2022-06-06 13:45:15,2022-06-08 13:45:15,15000,0,False,delivered,TRK23800806,2026-05-25 04:22:10.045703
16708,16708,6,2024-09-30 05:09:57,2024-09-30 12:04:57,2024-10-04 12:04:57,18000,0,False,delivered,TRK55500512,2026-05-25 04:22:10.045703
16709,16709,6,2025-04-11 07:35:10,2025-04-13 05:22:10,2025-04-14 05:22:10,50000,0,False,delivered,TRK48407051,2026-05-25 04:22:10.045703
16710,16710,4,2023-09-11 21:07:55,2023-09-12 15:17:55,2023-09-19 15:17:55,50000,0,True,delivered,TRK37984143,2026-05-25 04:22:10.045703
16711,16711,3,2023-07-28 03:18:57,2023-07-30 04:29:57,2023-08-07 04:29:57,9000,0,True,delivered,TRK36411020,2026-05-25 04:22:10.045703
