order_item_id,order_id,product_id,item_number,quantity,unit_price,subtotal,discount_amount,shipping_subsidy,voucher_amount,total_payment,estimated_cost,profit,is_returned,is_cancelled,loaded_at
10824,4758,46,2,1,1597763,1597763,79888,13869,0,1517875,1326020,177986,False,False,2026-05-25 04:22:10.045703
10825,4759,40,1,1,221442,221442,6643,0,0,214799,154567,60232,False,False,2026-05-25 04:22:10.045703
10826,4759,8,2,2,388743,777486,62199,0,0,715287,494124,221163,False,False,2026-05-25 04:22:10.045703
10827,4759,1,3,1,6547916,6547916,196437,0,100000,6251479,4693915,1557564,False,False,2026-05-25 04:22:10.045703
10828,4760,1,1,2,5775316,11550632,0,50000,0,11550632,9387830,2112802,True,False,2026-05-25 04:22:10.045703
10829,4761,276,1,2,182391,364782,29183,0,0,335599,157746,177853,False,False,2026-05-25 04:22:10.045703
10830,4761,289,2,1,924711,924711,73977,0,100000,750734,726138,24596,False,False,2026-05-25 04:22:10.045703
10831,4761,8,3,4,381036,1524144,45724,0,0,1478420,988248,490172,False,False,2026-05-25 04:22:10.045703
10832,4762,63,1,1,2848190,2848190,0,0,0,2848190,2528495,319695,False,False,2026-05-25 04:22:10.045703
10833,4762,106,2,2,857108,1714216,171422,0,0,1542794,1226236,316558,False,False,2026-05-25 04:22:10.045703
10834,4762,12,3,1,3241606,3241606,97248,0,0,3144358,2818488,325870,False,False,2026-05-25 04:22:10.045703
10835,4763,7,1,2,1110868,2221736,177739,0,0,2043997,1198748,845249,False,False,2026-05-25 04:22:10.045703
10836,4763,150,2,1,274648,274648,8239,0,0,266409,194181,72228,False,False,2026-05-25 04:22:10.045703
10837,4763,1,3,2,6565137,13130274,0,0,0,13130274,9387830,3742444,False,False,2026-05-25 04:22:10.045703
10838,4763,37,4,1,1761960,1761960,52859,0,0,1709101,1216282,492819,False,False,2026-05-25 04:22:10.045703
10839,4763,65,5,1,1514861,1514861,121189,0,0,1393672,933550,460122,False,False,2026-05-25 04:22:10.045703
10840,4764,9,1,1,589442,589442,17683,0,0,571759,424985,146774,False,False,2026-05-25 04:22:10.045703
10841,4764,23,2,2,319187,638374,0,0,0,638374,307870,330504,False,False,2026-05-25 04:22:10.045703
10842,4765,4,1,1,102456,102456,0,97,0,102456,83487,18872,False,False,2026-05-25 04:22:10.045703
10843,4765,1,2,3,6113429,18340287,917014,17356,0,17423273,14081745,3324172,False,False,2026-05-25 04:22:10.045703
10844,4765,9,3,1,578501,578501,57850,547,0,520651,424985,95119,False,False,2026-05-25 04:22:10.045703
10845,4766,1,1,4,6386474,25545896,0,9000,0,25545896,18775660,6761236,False,False,2026-05-25 04:22:10.045703
10846,4767,73,1,1,1049178,1049178,83934,13813,0,965244,710345,241086,False,False,2026-05-25 04:22:10.045703
10847,4767,147,2,1,90184,90184,9018,1187,0,81166,64309,15670,False,False,2026-05-25 04:22:10.045703
10848,4768,11,1,1,1529782,1529782,0,0,152978,1376804,1092298,284506,False,False,2026-05-25 04:22:10.045703
10849,4768,2,2,3,372559,1117677,111768,0,111768,894141,855192,38949,False,False,2026-05-25 04:22:10.045703
10850,4768,53,3,2,1552290,3104580,0,0,310458,2794122,2522458,271664,False,False,2026-05-25 04:22:10.045703
10851,4768,50,4,1,411612,411612,12348,0,41161,358103,219781,138322,False,False,2026-05-25 04:22:10.045703
10852,4768,107,5,1,63887,63887,6389,0,6389,51109,45968,5141,False,False,2026-05-25 04:22:10.045703
10853,4769,7,1,1,1013350,1013350,30400,0,0,982950,599374,383576,False,False,2026-05-25 04:22:10.045703
10854,4769,20,2,2,177726,355452,17773,0,0,337679,313450,24229,False,False,2026-05-25 04:22:10.045703
10855,4769,8,3,1,418045,418045,20902,0,0,397143,247062,150081,False,False,2026-05-25 04:22:10.045703
10856,4770,298,1,2,156281,312562,0,2596,0,312562,191598,118368,False,False,2026-05-25 04:22:10.045703
10857,4770,6,2,2,746594,1493188,74659,12404,0,1418529,1294200,111925,False,False,2026-05-25 04:22:10.045703
10858,4771,65,1,1,1562182,1562182,46865,0,0,1515317,933550,581767,False,False,2026-05-25 04:22:10.045703
10859,4771,86,2,2,197038,394076,11822,0,0,382254,280166,102088,False,False,2026-05-25 04:22:10.045703
10860,4772,2,1,2,421457,842914,67433,0,0,775481,570128,205353,False,False,2026-05-25 04:22:10.045703
10861,4772,52,2,3,327620,982860,29486,0,0,953374,668103,285271,False,False,2026-05-25 04:22:10.045703
10862,4773,111,1,1,119151,119151,0,0,0,119151,62560,56591,False,False,2026-05-25 04:22:10.045703
10863,4774,291,1,1,1083290,1083290,54164,0,108329,920797,744292,176505,False,False,2026-05-25 04:22:10.045703
10864,4775,5,1,1,5903836,5903836,295192,0,0,5608644,5248753,359891,False,False,2026-05-25 04:22:10.045703
10865,4775,28,2,1,174372,174372,8719,0,0,165653,135536,30117,False,False,2026-05-25 04:22:10.045703
10866,4775,1,3,1,6871463,6871463,687146,0,0,6184317,4693915,1490402,False,False,2026-05-25 04:22:10.045703
10867,4775,2,4,1,374138,374138,11224,0,0,362914,285064,77850,False,False,2026-05-25 04:22:10.045703
10868,4775,331,5,1,737061,737061,58965,0,0,678096,527633,150463,False,False,2026-05-25 04:22:10.045703
10869,4775,7,6,2,1109241,2218482,110924,0,0,2107558,1198748,908810,False,False,2026-05-25 04:22:10.045703
10870,4776,8,1,1,393098,393098,0,0,0,393098,247062,146036,False,False,2026-05-25 04:22:10.045703
10871,4777,24,1,1,218053,218053,6542,0,0,211511,173358,38153,False,True,2026-05-25 04:22:10.045703
10872,4777,121,2,3,1154144,3462432,103873,0,0,3358559,2322069,1036490,False,True,2026-05-25 04:22:10.045703
10873,4777,144,3,1,284422,284422,8533,0,0,275889,192495,83394,False,True,2026-05-25 04:22:10.045703
10874,4778,262,1,1,176307,176307,0,0,0,176307,97327,78980,False,False,2026-05-25 04:22:10.045703
10875,4778,11,2,2,1771719,3543438,106303,0,0,3437135,2184596,1252539,False,False,2026-05-25 04:22:10.045703
10876,4778,102,3,1,779388,779388,38969,0,0,740419,423890,316529,False,False,2026-05-25 04:22:10.045703
10877,4779,1,1,4,6450240,25800960,0,0,0,25800960,18775660,7025300,False,False,2026-05-25 04:22:10.045703
10878,4779,260,2,1,1792214,1792214,89611,0,0,1702603,1385688,316915,False,False,2026-05-25 04:22:10.045703
10879,4780,137,1,1,242426,242426,24243,0,0,218183,117146,101037,False,False,2026-05-25 04:22:10.045703
10880,4781,1,1,1,5774023,5774023,0,0,0,5774023,4693915,1080108,True,False,2026-05-25 04:22:10.045703
10881,4781,14,2,3,1328473,3985419,199271,0,0,3786148,2922996,863152,True,False,2026-05-25 04:22:10.045703
10882,4781,245,3,1,1176684,1176684,35301,0,0,1141383,831042,310341,True,False,2026-05-25 04:22:10.045703
10883,4781,52,4,1,303287,303287,24263,0,0,279024,222701,56323,True,False,2026-05-25 04:22:10.045703
10884,4781,4,5,1,113984,113984,3420,0,0,110564,83487,27077,True,False,2026-05-25 04:22:10.045703
10885,4782,1,1,1,6337396,6337396,0,0,100000,6237396,4693915,1543481,False,False,2026-05-25 04:22:10.045703
10886,4782,136,2,1,1694410,1694410,0,0,0,1694410,1183959,510451,False,False,2026-05-25 04:22:10.045703
10887,4783,42,1,2,3389092,6778184,542255,0,677818,5558111,4865922,692189,False,False,2026-05-25 04:22:10.045703
10888,4783,81,2,1,406161,406161,0,0,40616,365545,238835,126710,False,False,2026-05-25 04:22:10.045703
10889,4784,35,1,2,219692,439384,35151,0,0,404233,246566,157667,False,False,2026-05-25 04:22:10.045703
10890,4784,230,2,1,163650,163650,4910,0,0,158740,124776,33964,False,False,2026-05-25 04:22:10.045703
10891,4785,8,1,1,417212,417212,20861,0,41721,354630,247062,107568,False,False,2026-05-25 04:22:10.045703
10892,4786,8,1,1,431098,431098,12933,0,0,418165,247062,171103,False,False,2026-05-25 04:22:10.045703
10893,4787,16,1,1,70127,70127,0,0,0,70127,48912,21215,False,False,2026-05-25 04:22:10.045703
10894,4787,21,2,1,274405,274405,0,0,0,274405,183942,90463,False,False,2026-05-25 04:22:10.045703
10895,4788,4,1,1,114461,114461,3434,0,0,111027,83487,27540,False,False,2026-05-25 04:22:10.045703
10896,4788,3,2,1,1014338,1014338,50717,0,0,963621,609325,354296,False,False,2026-05-25 04:22:10.045703
10897,4788,53,3,1,1426815,1426815,71341,0,0,1355474,1261229,94245,False,False,2026-05-25 04:22:10.045703
10898,4788,31,4,1,634057,634057,0,0,0,634057,502265,131792,False,False,2026-05-25 04:22:10.045703
10899,4789,301,1,1,1884591,1884591,0,0,188459,1696132,1332591,363541,False,False,2026-05-25 04:22:10.045703
10900,4789,58,2,2,348394,696788,20904,0,69679,606205,494818,111387,False,False,2026-05-25 04:22:10.045703
10901,4790,189,1,3,810637,2431911,72957,18000,0,2358954,1477668,863286,False,False,2026-05-25 04:22:10.045703
10902,4791,3,1,1,1032217,1032217,30967,0,0,1001250,609325,391925,False,False,2026-05-25 04:22:10.045703
10903,4791,251,2,1,113889,113889,3417,0,0,110472,84122,26350,False,False,2026-05-25 04:22:10.045703
10904,4791,151,3,1,5659183,5659183,452735,0,0,5206448,4300805,905643,False,False,2026-05-25 04:22:10.045703
10905,4792,27,1,2,2153580,4307160,430716,0,430716,3445728,3577524,-131796,False,True,2026-05-25 04:22:10.045703
10906,4793,25,1,1,936996,936996,28110,16669,0,908886,711356,180861,False,False,2026-05-25 04:22:10.045703
10907,4793,287,2,1,1030429,1030429,0,18331,0,1030429,745777,266321,False,False,2026-05-25 04:22:10.045703
10908,4794,115,1,1,1707804,1707804,85390,0,0,1622414,1271099,351315,False,False,2026-05-25 04:22:10.045703
10909,4794,57,2,1,3649730,3649730,0,0,100000,3549730,3079413,470317,False,False,2026-05-25 04:22:10.045703
10910,4795,33,1,1,1775340,1775340,53260,0,177534,1544546,1356569,187977,False,False,2026-05-25 04:22:10.045703
10911,4796,22,1,1,120069,120069,6003,0,0,114066,99850,14216,False,False,2026-05-25 04:22:10.045703
10912,4796,19,2,2,115471,230942,18475,0,0,212467,166972,45495,False,False,2026-05-25 04:22:10.045703
10913,4797,1,1,2,6440598,12881196,0,0,0,12881196,9387830,3493366,False,False,2026-05-25 04:22:10.045703
10914,4798,2,1,3,438935,1316805,65840,0,0,1250965,855192,395773,False,False,2026-05-25 04:22:10.045703
10915,4798,311,2,1,666061,666061,19982,0,0,646079,503013,143066,False,False,2026-05-25 04:22:10.045703
10916,4798,143,3,1,330987,330987,33099,0,0,297888,196516,101372,False,False,2026-05-25 04:22:10.045703
10917,4798,5,4,1,6875881,6875881,206276,0,0,6669605,5248753,1420852,False,False,2026-05-25 04:22:10.045703
10918,4798,220,5,1,529635,529635,26482,0,0,503153,290409,212744,False,False,2026-05-25 04:22:10.045703
10919,4799,3,1,1,911102,911102,0,0,0,911102,609325,301777,False,False,2026-05-25 04:22:10.045703
10920,4800,63,1,1,3127997,3127997,156400,0,312800,2658797,2528495,130302,False,False,2026-05-25 04:22:10.045703
10921,4801,150,1,1,275365,275365,0,694,0,275365,194181,80490,False,False,2026-05-25 04:22:10.045703
10922,4801,7,2,1,1031219,1031219,0,2600,0,1031219,599374,429245,False,False,2026-05-25 04:22:10.045703
10923,4801,6,3,3,754548,2263644,181092,5706,0,2082552,1941300,135546,False,False,2026-05-25 04:22:10.045703
10924,4802,188,1,1,322313,322313,16116,0,0,306197,179217,126980,False,False,2026-05-25 04:22:10.045703
10925,4802,287,2,3,974197,2922591,146130,0,0,2776461,2237331,539130,False,False,2026-05-25 04:22:10.045703
10926,4802,27,3,1,2016094,2016094,161288,0,100000,1754806,1788762,-33956,False,False,2026-05-25 04:22:10.045703
10927,4803,2,1,1,457473,457473,36598,0,0,420875,285064,135811,False,False,2026-05-25 04:22:10.045703
10928,4804,65,1,3,1502229,4506687,135201,0,0,4371486,2800650,1570836,False,False,2026-05-25 04:22:10.045703
10929,4804,15,2,1,835723,835723,0,0,0,835723,527427,308296,False,False,2026-05-25 04:22:10.045703
10930,4805,309,1,1,168803,168803,0,0,0,168803,112953,55850,False,False,2026-05-25 04:22:10.045703
10931,4805,1,2,3,6588076,19764228,1581138,0,0,18183090,14081745,4101345,False,False,2026-05-25 04:22:10.045703
10932,4806,4,1,1,114753,114753,0,0,0,114753,83487,31266,False,False,2026-05-25 04:22:10.045703
10933,4806,64,2,1,2972644,2972644,89179,0,0,2883465,2719860,163605,False,False,2026-05-25 04:22:10.045703
10934,4806,14,3,1,1204227,1204227,0,0,0,1204227,974332,229895,False,False,2026-05-25 04:22:10.045703
10935,4806,18,4,2,1103551,2207102,176568,0,0,2030534,1581296,449238,False,False,2026-05-25 04:22:10.045703
10936,4807,2,1,1,465579,465579,13967,0,0,451612,285064,166548,False,False,2026-05-25 04:22:10.045703
10937,4808,232,1,1,1698915,1698915,0,0,169891,1529024,1217455,311569,False,False,2026-05-25 04:22:10.045703
10938,4808,175,2,1,979579,979579,97958,0,97958,783663,613022,170641,False,False,2026-05-25 04:22:10.045703
10939,4809,37,1,1,1592339,1592339,159234,0,159234,1273871,1216282,57589,False,False,2026-05-25 04:22:10.045703
10940,4810,17,1,1,1140231,1140231,57012,25000,0,1083219,656354,401865,True,False,2026-05-25 04:22:10.045703
10941,4811,42,1,2,3126909,6253818,0,0,62013,6191805,4865922,1325883,False,False,2026-05-25 04:22:10.045703
10942,4811,12,2,1,3830920,3830920,0,0,37987,3792933,2818488,974445,False,False,2026-05-25 04:22:10.045703
10943,4811,8,3,3,390810,1172430,58622,0,0,1113808,741186,372622,False,False,2026-05-25 04:22:10.045703
10944,4812,308,1,1,223251,223251,0,0,0,223251,159341,63910,False,False,2026-05-25 04:22:10.045703
10945,4812,89,2,1,688842,688842,0,0,0,688842,424168,264674,False,False,2026-05-25 04:22:10.045703
10946,4813,128,1,1,261052,261052,26105,0,0,234947,165071,69876,False,False,2026-05-25 04:22:10.045703
10947,4814,41,1,1,1518573,1518573,151857,0,151857,1214859,838710,376149,False,False,2026-05-25 04:22:10.045703
10948,4814,249,2,1,1197229,1197229,0,0,119723,1077506,603273,474233,False,False,2026-05-25 04:22:10.045703
10949,4815,3,1,1,999200,999200,0,0,0,999200,609325,389875,False,False,2026-05-25 04:22:10.045703
10950,4815,6,2,1,854748,854748,0,0,0,854748,647100,207648,False,False,2026-05-25 04:22:10.045703
10951,4815,73,3,1,1008452,1008452,0,0,0,1008452,710345,298107,False,False,2026-05-25 04:22:10.045703
10952,4815,167,4,2,636683,1273366,101869,0,0,1171497,655760,515737,False,False,2026-05-25 04:22:10.045703
10953,4815,1,5,2,5548127,11096254,1109625,0,100000,9886629,9387830,498799,False,False,2026-05-25 04:22:10.045703
10954,4816,250,1,1,854118,854118,25624,0,0,828494,516190,312304,False,False,2026-05-25 04:22:10.045703
10955,4816,2,2,1,442491,442491,22125,0,0,420366,285064,135302,False,False,2026-05-25 04:22:10.045703
10956,4816,30,3,2,91189,182378,0,0,0,182378,142978,39400,False,False,2026-05-25 04:22:10.045703
10957,4817,5,1,1,6101360,6101360,610136,13845,0,5491224,5248753,228626,False,False,2026-05-25 04:22:10.045703
10958,4817,11,2,1,1831334,1831334,0,4155,0,1831334,1092298,734881,False,False,2026-05-25 04:22:10.045703
10959,4818,1,1,4,6149475,24597900,1967832,0,2459790,20170278,18775660,1394618,False,False,2026-05-25 04:22:10.045703
10960,4818,4,2,1,101819,101819,8146,0,10182,83491,83487,4,False,False,2026-05-25 04:22:10.045703
10961,4818,1,3,2,6425702,12851404,642570,0,1285141,10923693,9387830,1535863,False,False,2026-05-25 04:22:10.045703
10962,4818,2,4,2,442546,885092,70807,0,88509,725776,570128,155648,False,False,2026-05-25 04:22:10.045703
10963,4819,5,1,1,6806594,6806594,544528,0,0,6262066,5248753,1013313,False,False,2026-05-25 04:22:10.045703
10964,4820,1,1,2,5861424,11722848,937828,0,0,10785020,9387830,1397190,False,False,2026-05-25 04:22:10.045703
10965,4820,12,2,1,3181814,3181814,318181,0,0,2863633,2818488,45145,False,False,2026-05-25 04:22:10.045703
10966,4821,340,1,1,183529,183529,5506,0,0,178023,127056,50967,False,False,2026-05-25 04:22:10.045703
10967,4821,11,2,1,1707182,1707182,51215,0,0,1655967,1092298,563669,False,False,2026-05-25 04:22:10.045703
10968,4822,47,1,1,6569265,6569265,0,0,100000,6469265,4860623,1608642,False,False,2026-05-25 04:22:10.045703
10969,4823,3,1,1,1062558,1062558,106256,0,106256,850046,609325,240721,False,False,2026-05-25 04:22:10.045703
10970,4823,36,2,4,1479594,5918376,591838,0,591838,4734700,4267404,467296,False,False,2026-05-25 04:22:10.045703
10971,4823,24,3,1,215626,215626,0,0,21563,194063,173358,20705,False,False,2026-05-25 04:22:10.045703
10972,4823,90,4,3,1803742,5411226,162337,0,541123,4707766,4372569,335197,False,False,2026-05-25 04:22:10.045703
10973,4824,267,1,1,736765,736765,22103,0,73676,640986,551237,89749,False,False,2026-05-25 04:22:10.045703
10974,4825,2,1,1,438139,438139,43814,0,0,394325,285064,109261,False,False,2026-05-25 04:22:10.045703
10975,4825,41,2,1,1532717,1532717,0,0,0,1532717,838710,694007,False,False,2026-05-25 04:22:10.045703
10976,4825,294,3,1,874327,874327,0,0,0,874327,630039,244288,False,False,2026-05-25 04:22:10.045703
10977,4825,345,4,1,779624,779624,0,0,0,779624,569630,209994,False,False,2026-05-25 04:22:10.045703
10978,4826,1,1,1,5540894,5540894,443272,0,0,5097622,4693915,403707,False,False,2026-05-25 04:22:10.045703
10979,4826,191,2,2,914163,1828326,182833,0,0,1645493,1469098,176395,False,False,2026-05-25 04:22:10.045703
10980,4826,14,3,2,1303773,2607546,260755,0,0,2346791,1948664,398127,False,False,2026-05-25 04:22:10.045703
10981,4827,181,1,2,5802675,11605350,580268,0,0,11025082,9369544,1655538,True,False,2026-05-25 04:22:10.045703
10982,4828,72,1,1,1293403,1293403,38802,2707,0,1254601,997475,254419,False,True,2026-05-25 04:22:10.045703
10983,4828,45,2,2,927522,1855044,0,3882,0,1855044,1282430,568732,False,True,2026-05-25 04:22:10.045703
10984,4828,43,3,2,1292774,2585548,129277,5411,0,2456271,1989604,461256,False,True,2026-05-25 04:22:10.045703
10985,4829,45,1,1,890121,890121,0,0,0,890121,641215,248906,False,False,2026-05-25 04:22:10.045703
10986,4829,3,2,1,1024333,1024333,51217,0,0,973116,609325,363791,False,False,2026-05-25 04:22:10.045703
10987,4829,13,3,1,1017016,1017016,0,0,0,1017016,667348,349668,False,False,2026-05-25 04:22:10.045703
10988,4829,73,4,2,1126981,2253962,67619,0,0,2186343,1420690,765653,False,False,2026-05-25 04:22:10.045703
10989,4829,3,5,3,968945,2906835,0,0,0,2906835,1827975,1078860,False,False,2026-05-25 04:22:10.045703
10990,4830,85,1,3,1372526,4117578,123527,0,411758,3582293,2659359,922934,False,False,2026-05-25 04:22:10.045703
10991,4831,15,1,1,874918,874918,0,0,87492,787426,527427,259999,False,False,2026-05-25 04:22:10.045703
10992,4832,97,1,1,534280,534280,53428,0,53428,427424,406467,20957,False,False,2026-05-25 04:22:10.045703
10993,4832,3,2,3,1010108,3030324,90910,0,303032,2636382,1827975,808407,False,False,2026-05-25 04:22:10.045703
10994,4833,317,1,1,707412,707412,0,0,0,707412,525741,181671,False,False,2026-05-25 04:22:10.045703
10995,4833,37,2,3,1723058,5169174,258459,0,0,4910715,3648846,1261869,False,False,2026-05-25 04:22:10.045703
10996,4834,3,1,3,961321,2883963,144198,0,288396,2451369,1827975,623394,False,False,2026-05-25 04:22:10.045703
10997,4834,103,2,1,1649237,1649237,164924,0,164924,1319389,998949,320440,False,False,2026-05-25 04:22:10.045703
10998,4834,166,3,3,1413085,4239255,0,0,423925,3815330,2941218,874112,False,False,2026-05-25 04:22:10.045703
10999,4834,37,4,2,1456234,2912468,0,0,291247,2621221,2432564,188657,False,False,2026-05-25 04:22:10.045703
11000,4835,48,1,3,610354,1831062,0,0,0,1831062,1174176,656886,False,False,2026-05-25 04:22:10.045703
11001,4836,10,1,1,656022,656022,65602,50000,0,590420,444128,96292,False,False,2026-05-25 04:22:10.045703
11002,4837,1,1,1,6169803,6169803,308490,0,616980,5244333,4693915,550418,False,False,2026-05-25 04:22:10.045703
11003,4837,1,2,1,5534349,5534349,0,0,553435,4980914,4693915,286999,False,False,2026-05-25 04:22:10.045703
11004,4837,3,3,2,901260,1802520,144202,0,180252,1478066,1218650,259416,False,False,2026-05-25 04:22:10.045703
11005,4838,46,1,1,1551342,1551342,46540,0,155134,1349668,1326020,23648,False,False,2026-05-25 04:22:10.045703
11006,4838,234,2,2,515643,1031286,30939,0,103129,897218,781388,115830,False,False,2026-05-25 04:22:10.045703
11007,4839,117,1,1,68072,68072,0,0,0,68072,48222,19850,False,False,2026-05-25 04:22:10.045703
11008,4840,4,1,1,112609,112609,11261,35000,0,101348,83487,-17139,False,False,2026-05-25 04:22:10.045703
11009,4841,4,1,1,96901,96901,0,2085,0,96901,83487,11329,True,False,2026-05-25 04:22:10.045703
11010,4841,58,2,2,369903,739806,22194,15915,0,717612,494818,206879,True,False,2026-05-25 04:22:10.045703
11011,4842,3,1,1,971253,971253,0,8388,0,971253,609325,353540,True,False,2026-05-25 04:22:10.045703
11012,4842,2,2,1,418195,418195,20910,3612,0,397285,285064,108609,True,False,2026-05-25 04:22:10.045703
11013,4843,77,1,2,1202886,2405772,72173,0,240577,2093022,1480874,612148,True,False,2026-05-25 04:22:10.045703
11014,4843,7,2,1,1089612,1089612,0,0,108961,980651,599374,381277,True,False,2026-05-25 04:22:10.045703
11015,4844,321,1,1,126507,126507,0,9230,0,126507,91092,26185,False,False,2026-05-25 04:22:10.045703
11016,4844,111,2,1,120189,120189,0,8770,0,120189,62560,48859,False,False,2026-05-25 04:22:10.045703
11017,4845,141,1,1,637963,637963,19139,0,63796,555028,384464,170564,False,False,2026-05-25 04:22:10.045703
11018,4845,1,2,1,5576646,5576646,446132,0,557665,4572849,4693915,-121066,False,False,2026-05-25 04:22:10.045703
11019,4846,4,1,2,102960,205920,20592,0,0,185328,166974,18354,False,False,2026-05-25 04:22:10.045703
11020,4846,196,2,1,3060649,3060649,244852,0,0,2815797,2414648,401149,False,False,2026-05-25 04:22:10.045703
11021,4846,11,3,1,1810735,1810735,144859,0,0,1665876,1092298,573578,False,False,2026-05-25 04:22:10.045703
11022,4846,2,4,2,464088,928176,27845,0,0,900331,570128,330203,False,False,2026-05-25 04:22:10.045703
11023,4846,168,5,2,1642132,3284264,0,0,0,3284264,2307470,976794,False,False,2026-05-25 04:22:10.045703
11024,4847,99,1,1,1833504,1833504,91675,0,0,1741829,1206780,535049,False,False,2026-05-25 04:22:10.045703
11025,4847,38,2,1,473288,473288,23664,0,0,449624,296758,152866,False,False,2026-05-25 04:22:10.045703
11026,4847,1,3,1,6407530,6407530,512602,0,0,5894928,4693915,1201013,False,False,2026-05-25 04:22:10.045703
11027,4847,135,4,1,201226,201226,20123,0,0,181103,129198,51905,False,False,2026-05-25 04:22:10.045703
11028,4847,10,5,3,698277,2094831,209483,0,0,1885348,1332384,552964,False,False,2026-05-25 04:22:10.045703
11029,4847,5,6,2,6600545,13201090,0,0,0,13201090,10497506,2703584,False,False,2026-05-25 04:22:10.045703
11030,4848,1,1,2,5900161,11800322,0,0,0,11800322,9387830,2412492,False,False,2026-05-25 04:22:10.045703
11031,4849,1,1,1,5838662,5838662,467093,0,583866,4787703,4693915,93788,False,False,2026-05-25 04:22:10.045703
11032,4849,6,2,1,848103,848103,0,0,84810,763293,647100,116193,False,False,2026-05-25 04:22:10.045703
11033,4849,245,3,3,1172268,3516804,105504,0,351680,3059620,2493126,566494,False,False,2026-05-25 04:22:10.045703
11034,4850,131,1,1,154302,154302,15430,3267,0,138872,115513,20092,False,False,2026-05-25 04:22:10.045703
11035,4850,8,2,1,412469,412469,0,8733,0,412469,247062,156674,False,False,2026-05-25 04:22:10.045703
11036,4851,172,1,1,385253,385253,30820,0,0,354433,244630,109803,False,False,2026-05-25 04:22:10.045703
11037,4852,296,1,2,245526,491052,39284,15000,0,451768,318144,118624,False,False,2026-05-25 04:22:10.045703
11038,4853,319,1,1,116668,116668,0,0,11667,105001,71809,33192,False,False,2026-05-25 04:22:10.045703
11039,4853,96,2,1,1027577,1027577,102758,0,102758,822061,736710,85351,False,False,2026-05-25 04:22:10.045703
11040,4853,6,3,1,749150,749150,59932,0,74915,614303,647100,-32797,False,False,2026-05-25 04:22:10.045703
11041,4854,75,1,4,463350,1853400,0,0,0,1853400,1398996,454404,False,False,2026-05-25 04:22:10.045703
11042,4855,129,1,2,437522,875044,0,0,0,875044,580126,294918,False,False,2026-05-25 04:22:10.045703
11043,4856,6,1,1,852080,852080,85208,0,0,766872,647100,119772,False,False,2026-05-25 04:22:10.045703
11044,4856,64,2,2,3329710,6659420,199783,0,0,6459637,5439720,1019917,False,False,2026-05-25 04:22:10.045703
11045,4856,69,3,2,1673595,3347190,0,0,0,3347190,2456718,890472,False,False,2026-05-25 04:22:10.045703
11046,4856,4,4,1,93785,93785,0,0,0,93785,83487,10298,False,False,2026-05-25 04:22:10.045703
11047,4857,309,1,2,175311,350622,35062,2369,0,315560,225906,87285,False,False,2026-05-25 04:22:10.045703
11048,4857,10,2,3,675399,2026197,202620,13689,0,1823577,1332384,477504,False,False,2026-05-25 04:22:10.045703
11049,4857,197,3,1,883877,883877,88388,5971,0,795489,647471,142047,False,False,2026-05-25 04:22:10.045703
11050,4857,91,4,2,219887,439774,35182,2971,0,404592,345314,56307,False,False,2026-05-25 04:22:10.045703
11051,4858,339,1,1,492563,492563,0,1920,0,492563,283112,207531,False,False,2026-05-25 04:22:10.045703
11052,4858,107,2,2,54566,109132,0,425,0,109132,91936,16771,False,False,2026-05-25 04:22:10.045703
11053,4858,342,3,2,227896,455792,13674,1777,0,442118,301556,138785,False,False,2026-05-25 04:22:10.045703
11054,4858,321,4,3,116205,348615,0,1359,0,348615,273276,73980,False,False,2026-05-25 04:22:10.045703
11055,4858,198,5,1,2998442,2998442,0,11690,0,2998442,2624979,361773,False,False,2026-05-25 04:22:10.045703
11056,4858,7,6,2,1004014,2008028,0,7828,0,2008028,1198748,801452,False,False,2026-05-25 04:22:10.045703
11057,4859,221,1,2,2966758,5933516,0,0,593352,5340164,4653766,686398,True,False,2026-05-25 04:22:10.045703
11058,4860,23,1,1,315787,315787,9474,0,0,306313,153935,152378,True,False,2026-05-25 04:22:10.045703
11059,4860,35,2,1,191360,191360,5741,0,0,185619,123283,62336,True,False,2026-05-25 04:22:10.045703
11060,4860,15,3,1,797558,797558,79756,0,0,717802,527427,190375,True,False,2026-05-25 04:22:10.045703
11061,4861,87,1,2,1436633,2873266,0,0,0,2873266,1900720,972546,False,False,2026-05-25 04:22:10.045703
11062,4861,85,2,1,1455268,1455268,43658,0,0,1411610,886453,525157,False,False,2026-05-25 04:22:10.045703
11063,4861,1,3,1,5731113,5731113,171933,0,0,5559180,4693915,865265,False,False,2026-05-25 04:22:10.045703
11064,4862,67,1,2,727566,1455132,72757,0,0,1382375,801108,581267,False,False,2026-05-25 04:22:10.045703
11065,4862,55,2,1,5742241,5742241,0,0,100000,5642241,4274081,1368160,False,False,2026-05-25 04:22:10.045703
11066,4862,210,3,4,192249,768996,0,0,0,768996,599104,169892,False,False,2026-05-25 04:22:10.045703
11067,4862,33,4,1,1661968,1661968,166197,0,0,1495771,1356569,139202,False,False,2026-05-25 04:22:10.045703
11068,4863,1,1,2,5726465,11452930,572646,0,0,10880284,9387830,1492454,False,False,2026-05-25 04:22:10.045703
11069,4864,126,1,3,2009299,6027897,301395,0,602790,5123712,5277825,-154113,False,True,2026-05-25 04:22:10.045703
11070,4865,56,1,1,128123,128123,10250,0,12812,105061,96389,8672,False,False,2026-05-25 04:22:10.045703
